text;label
пункт назначения;other
когда в русском языке появилось слово космос;other
прекрати;other
надоел;other
зачем мыться;other
вызов татьяне сергеевне малофеевой;other
нравится;other
что делать если кошка дерет обои;other
набери инну дугину;other
мне не нравится;other
почему лед и снег холодные;other
хочу послушать про интересный факт;other
закрой приложение;other
перезвони филимонову;other
случайный трек;other
набери сережу;other
одобрят ли мне кредит если мне восемнадцать лет;other
позвони камолову;other
пополни мой телефон сто рублей;other
голосовой ассистент переведи моему другу пять тысяч рублей в долг;other
набери рюмину;other
набери евгения;other
следующая;other
как расплачиваться в южной африке;other
мне нравится;other
завершить навык;other
найди нам лучшие детские фильмы;other
здравствуй какая валюта в бразилии;other
что такое пэрство англии;other
почему в японии женщинам не дают готовить суши;other
набери блинова;other
приложение сверни;other
приложение сверни;other
широта луцк;other
мне не нравится;other
почему у компьютера есть внешняя и внутренняя память;other
олли веселый грузовичок;other
повтор;other
звонок щукину;other
перезвони ираде евгеньевне;other
предыдущий трек;other
караоке;other
какие кастраты певцы ты знаешь;other
продажа долларов выгодный курс;other
сверни приложение;other
что такое китайский новый год;other
запустить телеканал лдпр тв;other
алиса найди пожалуйста фильм чужой против хищника;other
выйти из сценария;other
могу ли я забрать карту в по другому адресу;other
найди новые луни тюнз;other
когда рак на горе свистнет;other
пополни счет компании благоустройство;other
включи паровозики из чаггингтон;other
приложение сверни;other
набери людмилу ивановну михалеву;other
стоп;other
завершить навык;other
что такое бомба;other
мне не нравится;other
найди пороро;other
какие деньги в эстонии;other
назад;other
как украсть миллион;other
что за зайчик передает подарки;other
прекрати;other
сворачивай приложение;other
сколько лет рики мартину;other
почему злая мачеха в спящей красавице всех ненавидела;other
что делать если не отображаются данные в личном кабинете сбол;other
как муха держится на потолке;other
найти фильм а эдвард руки ножницы;other
набери юлию;other
перезвони людмиле владимировне;other
когда может наступить беременность;other
вызов ашоту;other
звонок юрию владимировичу волкову;other
где живет бог;other
приложение сверни;other
остановить;other
перемотка;other
мне нравится;other
что я теряю не приняв душ после тренировки;other
пожалуйста поставь будильник на завтра на семь часов утра;other
набери евгения;other
вызов елене валерьевне черемисиной;other
смотреть кладбище домашних животных;other
тише;other
сильно ли изменится доллар в течение недели;other
продолжить;other
выйти из приложения;other
закрой приложение;other
следующий трек;other
позвони ольге сергеевой;other
предыдущий трек;other
как украсть миллион;other
перезвони резедке тарасовой;other
какие города стоят на оби;other
громче;other
что такое олицетворение;other
надоела;other
чем по составу отличается горячая вода от холодной;other
длительность вселенная стивена;other
расскажи мне веселый анекдот;other
покажи банкоматы по дороге;other
позвони ивану борисовичу савину;other
слушать песни баскова;other
позвони марине олеговне;other
скрой приложение;other
сколько всего карл мортира;other
сделай звонок евгению михайловичу тимофееву;other
алиса найди мне ларса фонтриера антихрист;other
какая площадь евразии;other
мне перевели деньги но на моем счету их нет;other
как расплачиваться в нигерии;other
братья кратт;other
громче;other
закрой приложение;other
смотреть фильм звонок производства япония;other
где ты его взял;other
как я могу узнать тарифы за обслуживание карты;other
набери наталью павловну;other
набери бориса третьякова;other
зачем красить ногти;other
вызов светлане васильевне николенко;other
надоело;other
в бразилии сейчас лето или зима;other
второе воскресенье апреля это какое число;other
звонок екатерине свечниковой;other
позвони орешкину;other
следующая;other
почему лед и снег холодные;other
набери евгения алексеевича;other
повтор;other
набери склярову;other
выйти;other
выйти из приложения;other
отправить сто рублей на номер моего телефона;other
уменьши яркость в парилке;other
перемотка;other
хватит;other
включи баста песня калифорния;other
звонок хоревой;other
какую валюту брать с собой в реюньоне;other
выйти из приложения;other
что такое блатные слова;other
какие есть города побратимы у фрайбург;other
что такое грыжа;other
набери рябых;other
о чем мечтала кирсанова в детстве;other
набери сашу;other
выйти из приложения;other
выйти из приложения;other
не нравится;other
каково работать журналистом;other
лайк;other
набери лешу маслова;other
звонок морозову;other
что такое борная кислота;other
пойдет ли снег сегодня;other
как найти клад;other
следующий трек;other
что образуют вместе город байконур и космодром байконур;other
повтор;other
в каких батареях находят применение сплавы кальция со свинцом;other
заверши данный видеозвонок;other
кто лучше играет месси или роналду;other
прошу звук громче сделай;other
перезвони верочке;other
набери наталью федотову;other
как можно познакомиться с твоей девушкой;other
выйди;other
источники звательный падеж;other
набери вячеслава васильевича;other
выйти из навыка;other
следующий трек;other
перестань;other
абакан тербанк;other
перестань;other
переведи деньги коллеге по работе анастасии;other
как расплачиваться в косово;other
позвони авдеевой;other
сколько стоит на сегодняшний день американский доллар;other
кто написал тур грай и око;other
откуда импортировались серебряные чаши;other
почему люди умирают;other
домой;other
рассчитать семьдесят два в третьей степени;other
название ирландский язык на языке оригинала;other
остановить;other
живут ли в россии фламинго;other
дизлайк;other
почему выходные проходят так быстро и как продлить их с психологической точки зрения;other
закройся;other
мне нужно кое что сделать;other
позвони дмитрию петровичу;other
сворачивай приложение;other
надоел;other
набери аса;other
я попаду в ад;other
предыдущий трек;other
позвони ивану дмитриевичу смирнову;other
почему жизнь в галактике млечный путь есть только на нашей планете;other
следующая;other
расскажи мне о функции своего отключения;other
численность населения тулуза;other
кто такая сири;other
почему у меня аллергия;other
стоп;other
выключи песню поставь другую;other
какая валюта у эстонцев;other
набери юнусова;other
набери александра николаевича;other
что будет если луна исчезнет;other
перезвони владимиру;other
набери танюшу;other
выйди;other
что такое наркотики;other
мне часто становится грустно по вечерам;other
завершить навык;other
томская область территориальный банк;other
покажи текст песни;other
набери каштанова;other
что сводится на нет особенностями хозяйственного механизма акс;other
дальше;other
маджики;other
пауза;other
почему мы умеем плавать;other
надоела;other
включи исполнителя слим;other
расскажи смешные случаи из жизни;other
ассамблея уругвай;other
сколько времени в омске;other
играть сначала;other
набери костикова;other
олег владимирович играет в футбол;other
к какой кухне относится торт захер;other
сворачивай;other
какой динозавр самый симпатичный;other
сделай звонок виктору борисовичу шлыкову;other
остановить;other
возможно ли поменять офис в котором буду получать карту;other
официальный фейсбук римский клуб;other
лимит кредитной карты как можно увеличить;other
набери татьяну;other
тебе пора;other
выйди из приложения;other
почему бумага шуршит;other
сверни приложение;other
позвони сереже;other
включи хронодетки;other
предыдущий трек;other
что делать если кошка дерет обои;other
я думаю что нам стоит перестать вести разговор;other
набери никиту владимировича воронина;other
привет покажи картинку фильма кукла два;other
почему пластилин слипается;other
сделай звонок жене соболеву;other
выйди;other
жихарка;other
пес пэт;other
не видно баланса карты;other
что такое банк уралсиб;other
это грубо;other
нравится;other
набери оксану сергеевну;other
повтор;other
перемотка;other
как понять нужно ли поцеловать девушку в конце свидания или нет и как вообще правильно прощаться;other
вызов валерону;other
почему жизнь в галактике млечный путь есть только на нашей планете;other
фунтик;other
перемотка;other
мне нравится;other
случайный трек;other
скрой приложение;other
покажи банкоматы рядом;other
остановить;other
набери рима анваровича;other
лайк;other
почему насекомые маленькие;other
зачем копить деньги;other
найди ким пять с плюсом;other
что такое непризнанные и частично признанные государства;other
перезвони екатерине дмитриевне юнусовой;other
номер телефона клиентской службы банка;other
выключи;other
набери юльку степанову;other
выключи свет в туалете;other
вызов сергею анатольевичу;other
стоп;other
показать телевизионный канал драйв;other
включи николая максимова;other
случайный трек;other
звонок ваде гумерову;other
приложение сверни;other
что такое быстрый сон;other
джесси;other
какие виды юрлицо ты знаешь;other
надоел;other
какая машина самая длинная;other
что за срочный вклад;other
запусти телевизионный канал три ангела;other
обещают ли сегодня дождь на улице;other
набери савченко;other
следующий трек;other
зачем делать уроки;other
набери изотова;other
зачем львам грива;other
страна порт новороссийск;other
остановить;other
набери володю;other
кто губернатор виндау;other
поменять офис получение моей карты;other
скрой приложение;other
тише;other
набери крючкову;other
мне нужно подключить уведомление по карте;other
почему распался вавилон;other
звонок юрию анатольевичу;other
какие деньги в индии;other
позвони тамаре львовне швецовой;other
паровозики из чаггингтон;other
найди счет за пополнение ерц жкх;other
как расплачиваться в токелау;other
набери романа;other
повтор;other
набери алешу;other
найди бинг;other
предыдущая;other
сделай звонок малахову;other
чаевые это благодарность за работу и дополнительная мотивация или же это работодатель перекладывает часть зарплаты работникам на клиента;other
какие виды авалокитешвара ты знаешь;other
тише;other
выйти из сценария;other
домой;other
сири найди мне фильмы с актером джонни деппом;other
повтор;other
набери дмитрия михайловича;other
повтори;other
надоел;other
как объяснить ребенку деление;other
заказать малый соленый к просмотру;other
набери яну васильевну горбунову;other
сделай чуть потише;other
закрой приложение;other
две тысячи четвертый год это часть чего;other
как рождаются бельчата;other
набери владимира владимировича суркова;other
продолжить;other
сколько километров ехать до ближайшего банкомата;other
мне нравится;other
чем платить в туркмении;other
позвони галине;other
история операций по картам;other
кто такой зидан;other
набери галину федоровну левченко;other
громче;other
выйти из навыка;other
почему меня наказали;other
что если я съем червя;other
найди все серии астрал;other
назад;other
звонок ахмедову;other
набери владимира викторовича аскерова;other
откуда берется интернет и что это такое;other
найди мне пожалуйста детектив производства япония интересный;other
подскажите самый лучший курс доллара к рублю в москве;other
набери валентину васильевну;other
набери смирнова;other
почему убивает кобра;other
набери викторию;other
какие деньги в новой зеландии;other
какой валютой расплачиваются в гренландии;other
мне нравится;other
что значит демпинговать;other
назад;other
сериал друзья девяностые;other
сделай звонок светлане;other
вызов ринату витальевичу;other
набери олега алексеевича ерохина;other
выйти из сценария;other
выйди из приложения;other
что такое святое;other
братья кратт;other
звонок светлане салаховой;other
играй мне исполнителя лови;other
добавь песню в избранное;other
сделай звонок юльке тетериной;other
сворачивай;other
что такое титаник;other
включи налки;other
стоимость комиссии за услуги внесения или снятия денег посредством банкомата или кассы;other
сделай звонок власову;other
надоела;other
попов занимается спортом;other
набери михаила сергеевича;other
продолжить;other
фильмы производство россия двухтысячных годов с известными актерами;other
во что любишь поиграть;other
набери иришку грибанову;other
элайджа вуд женат;other
как увеличить губы;other
покажи текст песни;other
включи звук поменьше;other
откуда взялись люди;other
дизлайк;other
переведи пожалуйста десять рублей с моего телефона моей коллеге ира сенькова;other
как поменять в получении карты;other
я хочу узнать историю операций по всем картам как мне это сделать;other
набери витю;other
мне песню добрынина синий туман;other
набери хисматуллину;other
страна калифорнийское землетрясение;other
какое сейчас время суток;other
звонок виктору;other
предыдущая;other
почему мусульмане делают обрезание;other
стоп;other
громче;other
звонок субботину;other
завершить сценарий;other
почему летом жарко;other
громче;other
сколько людей живет в рсоа;other
здравствуйте уточните сколько у меня бонусов спасибо;other
выйди из приложения;other
сделай звонок галине ивановне;other
здравствуйте в мае истекает срок по карте где я могу получить новую;other
найди эрнест и селестина;other
малифисента;other
перекинь ка мне деньги а то баланс на сотовом телефоне кончился;other
продолжить;other
почему люди болеют;other
вызов юрию андреевичу;other
найди джинглики;other
кафе баттербин;other
чем платят у катарцев;other
сделай пожалуйста справку о последнем платеже;other
следующая;other
набери светлану;other
почему немеют кончики пальцев;other
сделай звонок яруллину;other
набери татьяну олеговну савченко;other
хватит;other
смотреть канал прнк;other
найди ми ми мишки;other
набери оксану;other
что такое счастье;other
караоке;other
набери мусатову;other
перезвони вере валерьевне маховой;other
сколько сейчас время на пхукете;other
набери евгению белкину;other
следующий трек;other
закройся;other
вызов екатерине алексеевне кошелевой;other
карта маршалловы острова;other
николай лебедев фильм про русь;other
что такое бизнес;other
в каких голливудских картинах лоу снялся в первые;other
чем платят у жителей боснии и герцеговины;other
узнать баланс карты на карте тинькофф;other
влад лейман деньги в интернете;other
позвони ларисе;other
разблокируйте карту пожалуйста;other
случайный трек;other
какую валюту брать с собой в малави;other
набери надежду васильевну крайнову;other
что такое допинг;other
перезвони виктору сергеевичу аксенову;other
есть ли вода на других планетах;other
набери виктора владимировича;other
набери бельского;other
тамбов тербанк;other
предыдущая;other
планета экзотики;other
маршрут к банкомату;other
надоел;other
набери ковалева;other
вызов владлену леонидовичу;other
включи кукутики;other
хватит;other
как вызвать фею желаний;other
хватит;other
предыдущий трек;other
довольно хорошо;other
почему запрещают польские яблоки и турецкие томаты а не китайские товары;other
включи братья кратт;other
набери федорова;other
выйти из сценария;other
набери жанку шалыгину;other
набери лешу;other
звонок азе кайгородову;other
включить телеканал вопросы и ответы;other
выключи;other
вызов ирине кузьминичне;other
нравится;other
набери виктора юрьевича;other
домой;other
существуют ли альтернативные реальности;other
переведи лизе с сообщением вернешь с процентами;other
перестань;other
какой официальный язык в андалусия;other
озвучь текущее время;other
найди робокар поли;other
какие деньги в киргизии;other
лайк;other
надоела;other
посмотреть канал стс;other
стоп;other
вызов лихачевой;other
стоп;other
какая машина самая длинная;other
старый друг;other
как называлась организация для поддержки карт банка америки;other
как найти кошку;other
как найти площадь прямоугольника;other
как провела день;other
может получим диплом;other
хочешь перекусить;other
найди египтус;other
что такое банкротство физического лица;other
набери евгения;other
набери диму никулина;other
какие неореализм в кино ты знаешь;other
какая погода будет завтра в сочи;other
лайк;other
предыдущий трек;other
какое гражданство у анатолия попова;other
надоела;other
вперед;other
остановить;other
кто режиссер фильма край;other
завершить навык;other
хватит;other
самые длинные ногти;other
заказать колу под сериал;other
сверни;other
включи шоу профессора бинокса;other
запишите меня к терапевту на ближайшее время;other
набери юлию;other
звонок сане кабанову;other
надоела;other
как получить бесплатные румбики;other
это очень хороший вопрос;other
алиса какая завтра будет погода;other
перезвони мигре алимовой;other
сделай звонок исламчику абрамову;other
можно ли кидать зигу например в общественном месте даже не подразумевая ее плохой смысл;other
повтор;other
брать ли дождевик;other
случайный трек;other
сворачивай;other
сообщила пароль от карты мошенникам;other
повтор;other
вызов тамаре лавровой;other
сворачивай;other
скрой приложение;other
найди мне мультфильм спанч боб квадратные штаны;other
зачем заниматься спортом;other
перезвони геращенко;other
выключи;other
приложение сверни;other
следующий трек;other
пауза;other
скрой приложение;other
лайк;other
где могу отследить статус изготовления дебетовой карты;other
прошу звук громче сделай;other
приложение сверни;other
надоело;other
сходи на работу вместо меня;other
набери алексея игоревича кузнецова;other
набери сергея грачева;other
оплати пожалуйста сотовую связь моему младшему сыну;other
перезвони алексею васильевичу белоусову;other
совет алжирская народная демократическая республика;other
случайный трек;other
дизлайк;other
покажи текст песни;other
пожалуйста отключи мелодию будильника;other
как выглядит бот;other
набери олежку;other
включи диану голунову;other
выйти из приложения;other
ты действительно так думаешь;other
найди турбозавры;other
добрый вечер могу ли я погасить свой кредит досрочно;other
набери синякова;other
йоко;other
какие есть города побратимы у фрайбург;other
перезвони елене николаевне швецовой;other
ты виделась с женой германа грефа;other
включай канал стс;other
хватит;other
как дед мороз приходит ночью тихо ли с музыкой ли как;other
илира;other
эбби хэтчер;other
страна порт новороссийск;other
это было ужасно;other
добавь песню в избранное;other
найди египтус;other
сверни;other
когда возник новомосковский административный округ;other
что делать есть уронил телефон на рельсы;other
что такое трансгрессия;other
перезвони нине вячеславовне;other
почему нельзя есть козявки;other
короткое название туркестанская асср;other
найди бинг;other
набери екатерину;other
вкусно покушать;other
приложение сверни;other
заветная мечта кирсановой светланы;other
следующая;other
повтор;other
мне не нравится;other
предыдущий трек;other
кто такая сири;other
что такое эволюция;other
выйти из приложения;other
вызов елене сергеевне кузнецовой;other
в состав чего входит альбигойский крестовый поход;other
чем известен кузнецов;other
перезвони танюше;other
назад;other
перемотка;other
закройся;other
не нравится;other
стоп;other
вызов дрону попову;other
завершить сценарий;other
повтори;other
стоп;other
остановить;other
сверни;other
включай телевизионный канал рен тиви;other
позвони инне кузнецовой;other
откликнись на входящий звонок;other
пауза;other
набери алексея васильевича мамонтова;other
звонок виталию флюровичу;other
домой;other
звонок иришке;other
набери валерона данилова;other
пришли на электронную почту справку о платаже;other
скажи фамилию режиссера фильма мумия;other
сворачивай приложение;other
как приготовить шарлотку;other
набери анатолия николаевича габитова;other
покажи текст песни;other
расскажи о чем то интересном;other
перевести по номеру телефона с которого только что звонили восемь тысяч рублей;other
расскажи про аккредитив;other
сделай звонок валентине викторовне дворниковой;other
найти телевизионный канал радость моя;other
покажи текст песни;other
включи нурбек студио тамада шоумен три;other
дальше;other
выйди из приложения;other
сворачивай приложение;other
предыдущий трек;other
надоел;other
включи ледибаг;other
не нравится;other
прекрати;other
вызов ксюхе киреевой;other
завершить сценарий;other
сверни;other
выйти из сценария;other
как давно вы в паре со своим молодым человеком;other
посмотри пожалуйста для моего города для моего района какая сейчас будет погода;other
тише;other
надоело;other
набери викторию юрьевну некрасову;other
мне нужны с участием бреда питта;other
набери анастасию;other
бинг;other
набери алексеева;other
скажи ты мужского или женского пола;other
не нравится;other
выйти;other
набери юру;other
как понять нужно ли поцеловать девушку в конце свидания или нет и как вообще правильно прощаться;other
какую валюту брать на фареры;other
на ютуб джампмэн;other
продолжить воспроизведение плейлиста;other
нравится;other
надоел;other
нравится;other
найди мне фильм с леонардо ди каприо;other
в каких фильмах снимался александр ревва;other
;other
пауза;other
в каких фильмах уэса андерсона играл эдриан броуди;other
какая валюта в обращении на украине;other
мне не нравится;other
набери анатолия викторовича;other
включи здоровое тв;other
завершить сценарий;other
как расплачиваться в палестине;other
почему в петербурге на станциях двери;other
включи изысканная нэнси клэнси;other
найди макс и руби;other
зачем убираться;other
я умру;other
звонок валентине владимировне басовой;other
что такое перспектива;other
почему земля круглая и не падает;other
остановить;other
покажи текст песни;other
перемотка;other
что такое чиркаши;other
включи братья кратт;other
надоело;other
сверни;other
выйди из приложения;other
какие есть самые крутые игры про будущее;other
включи музыку из жанра классика;other
я лучше пойду;other
существуют ли альтернативные реальности;other
завершить сценарий;other
выйти из сценария;other
курсы валют пожалуйста на сегодня;other
набери окси;other
нравится;other
как объяснить ребенку кто такой бог;other
почему стекло прозрачное;other
какая валюта в узбекистане;other
здесь есть проблема с балансом карты;other
покажи текст песни;other
сворачивай приложение;other
маджики;other
сверни;other
набери ларису панину;other
откуда взялись люди;other
выйти из навыка;other
набери кулика;other
подключи меня сейчас к голосовому помощнику еве;other
караоке;other
мне не нравится;other
завершить сценарий;other
сделай звонок ришату ивановичу;other
дружище открой ка мне слова этой классной песни;other
когда придет моя карта;other
найди чуня;other
чем может зарабатывать художник;other
скажи ка почем доллар;other
какая биография у пушкина;other
выйти из приложения;other
в каком городе находится памятник родина мать;other
реши мне математику;other
выйди из приложения;other
стоп;other
набери сергея;other
выйти из сценария;other
дизлайк;other
и кто он;other
закрой приложение;other
набери федорову;other
какие виды история александрии ты знаешь;other
зачем нужно учиться;other
предыдущая;other
набери наталью юрьевну григоренко;other
набери михайлова;other
набери виталия;other
набери диану ивановну устинову;other
перезвони андрюхе;other
почему нельзя есть козявки;other
сворачивай приложение;other
на каком языке написано белла;other
набери янчика;other
вызов людмиле;other
звонок юрию ивановичу царькову;other
сколько денег на всех картах;other
кто дети луна;other
здравствуйте как подключить услугу бонусы спасибо;other
не нравится;other
набери воронину;other
из какого материала изготовлено олд фешен;other
из чего сделана слизь;other
найди телевизионный канал старт;other
у эдриана броуди есть актерские награды;other
продолжить;other
включи хронодетки;other
сворачивай;other
какой валютой расплачиваются в эритрее;other
дата выхода новой части ангелов чарли;other
я вернулся;other
у меня с карты не списали кредит почему;other
к какому территориальному банку относится абакан;other
предыдущая;other
высота макеевка;other
давай через пять минут спать;other
можно ли потрогать облака;other
что такое допинг;other
я не вижу баланс кредитной карты;other
сделай звонок соловьеву;other
заказать малый сет с чипсами к кино;other
набери андрея михайловича пискунова;other
следующий трек;other
что прозрачнее призрак или привидение;other
где зимуют насекомые;other
сколько денег собрал фильм тренер;other
дальше;other
набери дениску;other
прекрати звонок;other
вперед;other
завершить сценарий;other
какие виды телепатия ты знаешь;other
надоел;other
что такое лос аламосская национальная лаборатория;other
позвони геннадию владимировичу;other
найди мне мастера по наращиванию ресниц и забронируй место;other
кто такие зайцы в автобусе;other
что делает поливальщик когда вода перестает течь из шланга;other
набери андрюху;other
давай купим мне лыжи;other
набери михаила михайловича клюкина;other
что такое зона пятьдесят один;other
курс центрального банка валюты на сегодня доллара;other
переведи тысячу рублей сестре;other
назад;other
зачем человеку цель в жизни;other
йоко;other
сверни;other
сделай звонок умиджону алиевичу пастухову;other
поставь явь;other
что такое игра;other
что любит читать греф;other
перестань;other
комиссия за перевод денег;other
продолжить;other
оставить заявку на кредит;other
какими активами владеет зао национальная медиа группа;other
ближайший путь к банкомату;other
вызов танюше;other
включи пожалуйста таймер на один час;other
как изменится курс евро на завтра;other
сверни;other
выдай пожалуйста справку о платеже в электронном виде;other
что такое нейросеть;other
случайный трек;other
перезвони артемьевой;other
набери ольгу;other
звонок надежде витальевне;other
набери дрона грачева;other
набери дмитрия мягкова;other
лайк;other
российский аукционный дом услуги;other
повтор;other
запиши к любому мастеру на коррекцию бровей;other
сделай звонок григорию николаевичу;other
позвони светлане;other
вызов сергеевой;other
набери женю;other
зачем нужны фразеологизмы если они никому не понятны;other
выйти из приложения;other
переключить на телевизионный канал еда;other
назад;other
подскажите пожалуйста какой курс валют составляет сейчас в россии;other
ассистент поставь что нибудь из бетховена;other
позывной аполлон двенадцать;other
надоела;other
выйти из приложения;other
вруби канал телевидения морской;other
а узнать реквизиты своей карты для проведения;other
сворачивай приложение;other
как прикормить единорога;other
включи настю рубик;other
звонок таисе алексеевне;other
сделай звонок елене михайловне хомушку;other
звонок борису валерьевичу;other
как найти другие мои карты в мобильном банке;other
посчитай пожалуйста восемь процентов от семи миллионов;other
включи пожалуйста русская красавица бумер;other
что такое электронная почта;other
сверни;other
набери дениса геннадьевича;other
почему не приходят уведомления от банка;other
что такое коронавирус;other
вызов кире нуруллину;other
не нравится;other
стоп;other
набери кирюху;other
набери екатерину;other
скрой приложение;other
домой;other
выйди из приложения;other
громкость на минимум;other
набери кохана;other
выдай пожалуйста справку о платеже в электронном виде;other
надоело;other
закройся;other
кто из алжир;other
