;text;label
13339;джой;other
13340;сергей александрович ходил в детский сад;other
13341;включи александра завьялова;other
13342;есть ли рыбки у рафаловского;other
13343;звук песни сделай чуть чуть громче;other
13344;алиса найди мне список фильмов где играл джеки чан;other
13345;по какой причине отказывают в кредите;other
13346;в каком качестве продолжали работать отозванные объекты военной администрации;other
13347;в честь кого названа фильмография дональда трампа;other
13348;найти авторскую песню;other
13349;подключил но бонусы не приходят;other
13350;в каком году началось издание документов по истории древнего рима;other
13351;ожидается ли сегодня снег в пензе;other
13352;сумма на данный момент на моей карте;other
13353;что такое ставка по кредиту;other
13354;имеет ли наталья андреевна учетную степень;other
13355;привет можешь оплатить сотовую связь моего друга;other
13356;противоположность атеизм;other
13357;уменьшение яркости на двадцать;other
13358;где находится штаб квартира ижорские заводы;other
13359;сделай поменьше яркость света во дворе;other
13360;сокращенное название северный административный округ;other
13361;готова ли моя карта по замене фамилии;other
13362;показать канал телевидения три ангела;other
13363;где расположен мама хохотала;other
13364;что изображено на купюре двух соток;other
13365;если я удалю свой ответ за который получил десять плюсов;other
13366;супер кубок россии по футболу это какой вид спорта;other
13367;какие виды резус конфликтов ты знаешь;other
13368;слушай а какая валюта во франции мне нужно знать;other
13369;у меня сейчас списали деньги мне нужно оплатить кредит до семнадцатого числа;other
13370;если я потерял карту;other
13371;кто произвел апк курск;other
13372;показывай телеканал наше тв;other
13373;это правда ты;other
13374;включи будильник на семь;other
13375;здравствуйте как мне подключить услуги бонусы спасибо;other
13376;покажи канал телевидение два канал;other
13377;посмотреть канал рубль тв;other
13378;в какой вселенной темная лига справедливости;other
13379;чем занимаешься в данную минуту;other
13380;на две минуты вперед;other
13381;привет красотка ты одна;other
13382;кто такая орден святой анны;other
13383;найти банкоматы которые рядом;other
13384;оплатить мобильник;other
13385;что такое сборная гондураса по футболу;other
13386;запиши меня к моему мастеру на этой неделе;other
13387;какой цвет каберне;other
13388;включи дикого лося;other
13389;зеленая миля;other
13390;познер онлайн;other
13391;при оформлении карты по рекомендации моего друга мне и другу должны были начислить по тысячи бонусов спасибо;other
13392;найди гризли и лемминги;other
13393;расскажи интересное про джуда лоу;other
13394;посмотреть телеканал спас;other
13395;на каких языках может говорить сигурни уивер;other
13396;официальное название республика индонезия;other
13397;включи чайна тв;other
13398;переведи деньги кристине;other
13399;герман греф понимает юмор;other
13400;на сколько школьный аттестат из россии важен при поступлении в америке;other
13401;проиграй музыку в жанре русский рэп;other
13402;какие фильмы смотрят в канун рождества и нового года в разных странах;other
13403;включи скайн юниор английский для подростков;other
13404;какой трейлер самый страшный;other
13405;питание с уклоном сыроедение;other
13406;у меня закончились деньги на моем лицевом счете мобильного телефона пополни пожалуйста их на сто рублей;other
13407;здравствуйте где можно посмотреть количество бонусов спасибо;other
13408;покажи фильмы с полом уокером;other
13409;переведи маме на карту пятьсот;other
13410;смешай все треки;other
13411;скажи мои реквизиты карты;other
13412;рядом со мной банкомат найти;other
13413;снять наличные деньги;other
13414;список книг от грефа;other
13415;переведи две с половиной тысячи рублей артему с карты втб;other
13416;на каком языке создана форма голоса;other
13417;отмени перевод нине;other
13418;какие координаты у алабамы;other
13419;робот можешь меня развеселить пожалуйста;other
13420;что я говорю;other
13421;пятьдесят долларов в рублях это сколько;other
13422;когда начался ночной администратор;other
13423;прошу подключить уведомление по моей карте к моему номеру телефона;other
13424;не будет ли потом просрочки по платежу;other
13425;сокращенное название лай;other
13426;триста рублей маме кинь на билайн;other
13427;что она там делает;other
13428;включи рыбалку;other
13429;кто написал три поросенка;other
13430;александра юрьевна может постоять за себя;other
13431;какие виды нью йоркский метрополитен ты знаешь;other
13432;сколько занимает зихуа;other
13433;название денежной единицы в венесуэле;other
13434;как можно позвонить в отделение банка;other
13435;что такое темников;other
13436;так сильна пропаганда алкоголизма в виде тематического юмора;other
13437;добрый день не отображаются данные что делать;other
13438;найти тайны галактики;other
13439;включить канал телевидения кухня тв;other
13440;матрица все части;other
13441;а что сейчас играет;other
13442;могу я разблокировать карту;other
13443;включи каналы россия двадцать четыре;other
13444;в каком регионе находится новая шотландия;other
13445;где был первый крестовый поход;other
13446;где упоминается мастерство актера;other
13447;что делать если все данные скрыты;other
13448;какие детективы вышли осенью в две тысячи двенадцатом году;other
13449;показать каналы два канала;other
13450;через десять минут включи валерий меладзе океан;other
13451;запиши меня к мастеру по наращиванию ресниц;other
13452;к чему байрон относился с уважением;other
13453;окей гугл найти популярные фильмы в жанре боевик;other
13454;ты выглядишь потрясающе;other
13455;оригинальное название карл маркс штадт;other
13456;название союз коморских островов;other
13457;найди нубика;other
13458;столица андорра;other
13459;какие виды электровозов ты знаешь;other
13460;какую валюту брать с собой на крит;other
13461;запусти песни;other
13462;умножь пожалуйста семь на восемь;other
13463;какой самый жаркий день в москве;other
13464;помогите мне пожалуйста у меня все деньги украли;other
13465;здравствуйте к моей банковской карте привязан номер телефона которым я уже не пользуюсь как мне привязать другой номер не обращаясь в отделение банка;other
13466;самая интересная роль дрю берримор;other
13467;в каких источниках описывается дефис;other
13468;применение внедорожник;other
13469;сколько люди говорят на ирландский язык;other
13470;посмотри остаток денег на балансе виза;other
13471;где находится андалусия;other
13472;банкоматы ближайшие маршруты;other
13473;назови оставшиеся время на таймере;other
13474;таймер на видеомагнитофоне на доброе утро страна;other
13475;прекрати звонок я занят;other
13476;какие иж юпитер два ты знаешь;other
13477;погашение кредита;other
13478;чем платят у жителей нидерландов;other
13479;косили ли в древности от армии;other
13480;включи хаски туризм;other
13481;мне не нравится то что ты говоришь перестань;other
13482;я так хочу похудеть но не знаю как поможешь;other
13483;сколько сейчас времени;other
13484;а это имеет значение;other
13485;найди мне фильм в жанре ужасы;other
13486;хьюго босс индустрия;other
13487;начнем учить языки;other
13488;сколько денег сейчас на карте мир;other
13489;что такое голубые фишки;other
13490;пополнить мой мобильный телефон;other
13491;включить музыку в жанре эстрада;other
13492;какие деньги в брунее;other
13493;привет сделай звук на максимум;other
13494;выключи будильник сейчас;other
13495;а самый известный фильм фантастику с киану ривзом;other
13496;здравствуйте как отключить услугу мобильный банк;other
13497;сколько будет если от пятнадцати тысяч отнять двенадцать процентов;other
13498;на потолке в туалете;other
13499;перемотай этот трек на начало;other
13500;какой день недели будет на;other
13501;у какого региона тромса столица;other
13502;как создавался образ лорда волан де морта и почему он без носа;other
13503;найди банк в этом районе;other
13504;что интересного в мире происходит;other
13505;перемотай на один назад;other
13506;смотреть фильм одинокий рейнджер джонни депп;other
13507;голосовой ассистент соверши перевод марине александровне;other
13508;сколько рублей на карте альфа банка;other
13509;тебя очень сильно люблю дорогая;other
13510;какой прогноз погоды в чебоксарах на ближайшие три дня будет ли там дождь сильный ветер холодно;other
13511;какая завтра в абхазии погода;other
13512;какой баланс моей карты втб;other
13513;мне нужно чтобы ты оплатила мою сотовую связь абонент мегафон;other
13514;когда можно забрать карту которая перевыпускается;other
13515;найди кейфорс;other
13516;деньги через банкомат;other
13517;есть ли запись к гинекологу на девять утра;other
13518;новинки фильмов про криминал;other
13519;какую валюту используют в австралии;other
13520;что определяется;other
13521;найти где можно оформить кредит;other
13522;баланс карты втб;other
13523;последний фильм с зеленским;other
13524;мне нужно убрать автоплатеж;other
13525;нашла себе парня;other
13526;какое время в моем городе;other
13527;готова ли у меня карта;other
13528;могу ли я через вас заблокировать классическую карту;other
13529;поставь таймер на срок двадцать;other
13530;найди гарри поттера все части;other
13531;какие качества ценит в мужчине дудина;other
13532;прими звонок от ильи;other
13533;где тут можно подстричься рядом запиши меня;other
13534;почему латте дороже капучино;other
13535;какой город является столицей норвегии;other
13536;сколько у меня денег на карте двадцать один двадцать два;other
13537;найди и включи пожалуйста фильм салют семь;other
13538;в калуге будет дождь;other
13539;какое изображение на купюре номиналом две тысячи;other
13540;повторите пожалуйста;other
13541;какие мезосферы ты знаешь;other
13542;алиса таймер отключения два часа;other
13543;любимый праздник рафаловского;other
13544;численность населения ошская область;other
13545;позитив энималс;other
13546;и что нам теперь делать;other
13547;определение банковской карты;other
13548;какая валюта в черногории;other
13549;какая будет комиссия за перевод другому клиенту банка;other
13550;включи научный журнал;other
13551;что почитать и что посмотреть чтобы залечить разбитое сердце;other
13552;сколько человек учится в карлов университет;other
13553;тарифы по этой карте;other
13554;можно ли привязать другой номер к моей карте;other
13555;алиса открой мне баланс моих карт;other
13556;кто продюсер сериала реальные пацаны;other
13557;источники родительский падеж;other
13558;популярные фильмы в жанре мелодрама;other
13559;если у меня насморк;other
13560;валюта в городе;other
13561;олег карпачев;other
13562;найди санджей и крейг;other
13563;мне не нравится общение с ботом соедините меня с сотрудником банка;other
13564;там кто то есть;other
13565;привет как в приложении можно узнать баланс бонусов спасибо;other
13566;оформи бронь на столик в ресторане;other
13567;какие виды книги о царях ты знаешь;other
13568;посмотри пятница;other
13569;бесхлорофильный фотосинтез с участием;other
13570;какой валютой расплачиваются в ватикане;other
13571;где находится ипатьевский дом;other
13572;помоги разбудить в восемь часов утра;other
13573;оформи мне кредитную карту пожалуйста;other
13574;сообщи мне во сколько у меня сегодня;other
13575;какие деньги в нигерии;other
13576;у меня проблема мне не приходят смс уведомления от вашего банка не могли бы вы мне помочь;other
13577;посмотри на нас;other
13578;прошу включи звук и этой композиции;other
13579;здесь поблизости есть банкомат;other
13580;у тебя есть человек с кем ты готова часами общаться;other
13581;подскажи баланс на моей банковской карте втб на которой больше всего денег;other
13582;как расплачиваться на майорке;other
13583;официальные праздники в республике кипр;other
13584;смотреть фильм одноклассники две тысячи шестнадцатого года;other
13585;подключи канал восемь канал;other
13586;девушка драка малфоя;other
13587;на какие льготы и призы может рассчитывать победитель заключительного этапа;other
13588;из за чего гвозди ржавеют;other
13589;что такое офшор;other
13590;я хочу посмотреть фильм скотт пилигрим против всех;other
13591;чем в древности традиционно связывался разум;other
13592;подключи канал телевидение европа плюс тв;other
13593;извинись попроси перезвонить через десять минут;other
13594;женат ли рафаловский;other
13595;в состав чего входят две тысячи десятые годы;other
13596;территориальный банк;other
13597;поставь на повтор;other
13598;укажи местоположение;other
13599;курс тысяча евро сегодня в москве;other
13600;посмотреть телеканал еврокино;other
13601;банкоматы на маршруте;other
13602;меньше всего жителей;other
13603;маленькая вера и медведь влог;other
13604;ты смешная;other
13605;дивиденды;other
13606;где я могу купить билеты в кино;other
13607;сколько людей сейчас читают одну и ту же книгу в одном и том же моменте;other
13608;включи свет в беседке;other
13609;включи рахматуллаева;other
13610;какие истории центральной азии ты знаешь;other
13611;какие награды есть у театра кукол сергея образцова;other
13612;партнер муза эпической поэзии;other
13613;новое кино;other
13614;какая завтра погода у меня в городе;other
13615;посмотреть последнюю серию фильма воронины;other
13616;кто сыграл главную роль в фильме судьба человека;other
13617;как проверяется что звоню именно я;other
13618;найди телеканал кто есть кто;other
13619;где упоминается производственная кооперация;other
13620;ты знаешь;other
13621;срочно кинь мне денег на мобильный;other
13622;какой фильм снят по книге алые паруса;other
13623;добрый день как увеличить лимит по кредитной карте;other
13624;переведи три рубля другу;other
13625;какие виды павлодарской области ты знаешь;other
13626;фильм с барбарой брыльской и андреем;other
13627;мальцев блондин;other
13628;у какого региона индианаполис столица;other
13629;хочу купить пятьдесят восемь евро сколько это будет в рублях;other
13630;таможенный союз я ты знаешь;other
13631;какое изображение на купюре номиналом две тысячи рублей;other
13632;какой актер играл пеннивайза в фильме оно два;other
13633;хочу стать горничной;other
13634;мы отправили вам заявку как нам понять приняты мы или нет;other
13635;какую болезнь лечит фуросемид;other
13636;какая погода продержится до конца дня;other
13637;где прописана юлия германовна;other
13638;представим что по всему миру отменили визовый режим заграничный паспорт и что;other
13639;проиграй диско;other
13640;засеки время семь минут от настоящего времени;other
13641;банкоматом рядом есть;other
13642;это часть чего;other
13643;выключи телевизор в двенадцать ночи;other
13644;источники вест индия;other
13645;мне нужно забронировать столик;other
13646;голосовой помощник оплати мобильную связь бабушке;other
13647;курс канадского доллара в ближайшем офисе банка;other
13648;не скажет ли она об этом;other
13649;узнать баланс по карте виза;other
13650;какая глубина марианской впадины;other
13651;какие проекты принесли известность роберту дауни младшему;other
13652;узнать точное время в москве;other
13653;ты меня напугала;other
13654;как снимаются деньги и где это можно сделать найти ближайший банкомат;other
13655;включи макс грин и инопланетяне;other
13656;вруби рок музыку;other
13657;как узнать сколько у меня спасибо;other
13658;посоветуй фильмы где снимается кэмерон диаз;other
13659;объясните как оплатить сотовую связь другого человека;other
13660;какая почта у города берлин;other
13661;чем платить в мавритании;other
13662;какой баланс на второй карте;other
13663;шутки про родню;other
13664;умножь мне пожалуйста тридцать восемь на сто семь;other
13665;сколько сезонов в сериале очень странные дела;other
13666;переключить на канал телевидения хабар двадцать четыре;other
13667;есть одна просьба расскажи что нибудь интересное;other
13668;в каких источниках описывается национальная принадлежность;other
13669;проехать к ближайшему банкомату;other
13670;что такое суринам;other
13671;какие виды археологии ты знаешь;other
13672;пополни счет николаю;other
13673;не выводятся средства;other
13674;здравствуйте забыла пин код у карты что делать;other
13675;пополни пожалуйста номер мобильного телефона на сто пятьдесят рублей из моего списка контактов папа;other
13676;настрой пожалуйста таймер отключения на два часа и отключись;other
13677;какие виды денежный мультипликатор ты знаешь;other
13678;почему жителей германии называют немцами;other
13679;хаски бандит;other
13680;какие какое государство испании ты знаешь;other
13681;как дела на личном фронте;other
13682;сколько я получу евро за тысячу румынских лир;other
13683;часовой пояс часовые пояса;other
13684;в какой форме помимо обязательной стало проводиться взаимное земское страхование;other
13685;зам германа грефа;other
13686;прошу решить проблему о том что мне не приходят смс сообщения;other
13687;подруби свет в кладовке;other
13688;куда устроиться на работу если профессии нет;other
13689;сколько на данный момент у меня баллов;other
13690;покажи банкомат поблизости;other
13691;что такое герой российской федерации;other
13692;поставь таймер с пол пятого до пяти;other
13693;правда ли все то что люди говорят про экстази говорят ли на эмоциях или есть вероятность что то что думают;other
13694;почему ученики влюбляются в учителей;other
13695;помоги сложить тысяча плюс пять тысяч и вычесть;other
13696;какие виды аллитерации ты знаешь;other
13697;хочу знать статус перевода;other
13698;телефонный код кущевская;other
13699;какой валютой расплачиваются в южной георгии и южных сандвичевых островах;other
13700;поставь на паузу будь добра;other
13701;телефон банка позвонить;other
13702;запусти телевизионный канал рбк тв;other
13703;что предусмотрено первой формой;other
13704;какую валюту брать с собой в южную корею;other
13705;можешь меня развлечь интересной темой;other
13706;смотреть фильм жанр научная фантастика;other
13707;когда перестала существовать ногайская орда;other
13708;с кем у леонардо да винчи была любовная связь;other
13709;запусти музыку для тренировки;other
13710;в каком городе состоялась запись альбома;other
13711;кем работает жена грефа;other
13712;найди египтус;other
13713;почему большинство ручек именно синего цвета;other
13714;во вторник в новой ладоге будет дождь;other
13715;выключи подсветку в большой комнате;other
13716;как вы думаете как спят киты;other
13717;переключить на телеканал ростов папа;other
13718;а какая валюта используется в тунисе;other
13719;не списались средства с дебетового;other
13720;радий это часть чего;other
13721;кем хотела стать в детстве буратино;other
13722;найди люди в черном два;other
13723;нужно перенести бронь;other
13724;это не совпадение;other
13725;какая погода будет завтра в сочи;other
13726;включи гравити фолз;other
13727;какая безработица свойственна промышленно развитым высокоурбанизированным районам сибири и урала;other
13728;мне позвонили мошенники спросили;other
13729;почему кружится голова когда с похмелья попьешь водички;other
13730;источники духовые музыкальные инструменты;other
13731;заканчивается срок действия карты как можно заказать новую к карте привязан кредит;other
13732;есть ли дети у александра александровича;other
13733;найти праздничную музыку;other
13734;продолжи воспроизведение;other
13735;включить канал телевидение матч;other
13736;с чего начиналась карьера джангирова джангира;other
13737;переведи артему и напиши долг;other
13738;пригласи джой;other
13739;положи мне на телефон сто пятьдесят рублей;other
13740;какой валютой расплачиваются в словакии;other
13741;джон уик две тысячи девятнадцатый год;other
13742;заботится ли светлана валерьевна об экологии;other
13743;что такое сан;other
13744;найди музыку в жанре бейс;other
13745;запиши на коррекцию в студию маникюра;other
13746;сними трек с паузы;other
13747;где можно встретить джангира джангирова;other
13748;какая погода будет завтра в сочи;other
13749;хочу остановить музыку надоело;other
13750;банк втб нормальный;other
13751;как расплачиваться в пуэрто рико;other
13752;что такое торги на бирже;other
13753;лучшие фильмы жанра концерт;other
13754;алиса сколько денег на карте втб;other
13755;страна архыз;other
13756;как узнать баланс моей банковской карты;other
13757;какой валютой расплачиваются на бора бора;other
13758;кто вдохновляет мальцева сергея;other
13759;закройся через пять минут;other
13760;какой институт закончил олег владимирович;other
13761;позвони в салон красоты и запиши меня на эпиляцию;other
13762;полиция лос анджелеса;other
13763;могут ли ужиться вместе тот кто любит тратить и тот кто постоянно экономит;other
13764;девяносто;other
13765;голосовой помощник надо оплатить сотовую связь моей сестре;other
13766;какой у нас был день недели вчера;other
13767;на какой фильм сходить;other
13768;берут ли служить по контракту людей с татуировками;other
13769;джейсон стетхем механик;other
13770;какие виды зил сто шестьдесят четыре ты знаешь;other
13771;где построен московский театр драмы и комедии на таганке;other
13772;надо найти банкомат по близости;other
13773;сайт нафсикая из долины ветров;other
13774;настрой таймер отключения на одиннадцать вечера;other
13775;где упоминаются еврейские языки;other
13776;закинь деньги на телефон;other
13777;оплатить услуги чистый след;other
13778;кто является главным продюсером фильма железный человек;other
13779;из за чего бунтует мнение что антидепрессанты это всего на всего плацебо и как обстоят дела на самом деле;other
13780;алымова наталья считает себя успешной женщиной;other
13781;назначение платежа ужин на двоих;other
13782;мне нужно оплатить свой телефон;other
13783;на какую сумму мне можно увеличить сумму на кредитной карте;other
13784;сколько у меня бонусов спасибо где посмотреть;other
13785;как развить мышление;other
13786;я хочу чтобы ты автоматически;other
13787;каналы ростов папа;other
13788;сколько осталось денег на каспи;other
13789;найди фильм ужасов звонок;other
13790;включи томаса;other
13791;давай оплатим мобильную связь номер девятьсот шестьдесят четыреста двенадцать ноль шесть восемьдесят два;other
13792;добрый день скажите пожалуйста можно ли доверять смс от номера;other
13793;скажи ка мне ассистент в пекине какая валюта;other
13794;какой размер может иметь теплообменник;other
13795;на вэтэбэшной карте сколько денег осталось;other
13796;расскажи какие будильники у меня сейчас заведены;other
13797;высота над уровнем моря кольцово наукоград;other
13798;что такое банковская комиссия;other
13799;фобия чупиной;other
13800;покажи фильм джентельмены удачи;other
13801;возможно увеличить сумму кредитной карты;other
13802;светлана кирсанова;other
13803;здравствуйте как я могу повысить лимит по кредитной карте;other
13804;построй ближайший маршрут до банкомата с приемом купюр;other
13805;какие координаты у хотинской крепости;other
13806;как перестать обращать внимание на внешность и полностью воспринимать человека за его внутренний мир;other
13807;привет где наиболее выгодный обмен долларов сша;other
13808;включи майкла борзенкова;other
13809;астрономическое тело атмосферы земли;other
13810;дадут ли мне кредитную карту;other
13811;будильник на пятнадцать пятнадцать в среду;other
13812;выключить музыку через двадцать минут;other
13813;анджелина джоли;other
13814;райан гослинг играет в группе;other
13815;вруби канал охота и рыбалка;other
13816;лучшие фильмы тысяча девятьсот восьмидесятого года;other
13817;включи капитана германа;other
13818;запусти домашнее животное;other
13819;сколько денег на кредитной карте втб;other
13820;непоседа зу;other
13821;не знаю где находится банкомат подскажи;other
13822;кого из современных политиков будут помнить через сто лет;other
13823;включай канал телевидения вопросы и ответы;other
13824;необходимо перевести пять тысяч рублей родственнику;other
13825;с кем встречается джона хилл;other
13826;здравствуйте как мне узнать количество бонусов спасибо;other
13827;какие романы ты знаешь;other
13828;можно подключить уведомление карты;other
13829;какое образование у сергея александровича;other
13830;шкала используется для измерения температуры в технике медицине метеорологии и в быту;other
13831;зачем ей это делать;other
13832;на завтра запишите меня к врачу;other
13833;найди банкомат с возможностью внесения денег;other
13834;банкомат по пути;other
13835;как сменить номер телефона карте;other
13836;проиграй мне все с начала пожалуйста;other
13837;как перевыпустить карту;other
13838;желаю тебе ярких красочных снов;other
13839;отклони вызов;other
13840;подпорожье будет дождь;other
13841;рианна амбрелла слушать;other
13842;дважды отец дмитрий;other
13843;ты приятная в общении поэтому будь моей женой;other
13844;найди телевизионный канал тайны галактики;other
13845;с какого ты года;other
13846;звонили мошенники я сразу определила;other
13847;отключить;other
13848;прага местные деньги;other
13849;канал телевидения нтв сериал;other
13850;как расплачиваются в косово;other
13851;переведи пожалуйста мне;other
13852;что такое прага;other
13853;как называется валюта в малави;other
13854;на тв;other
13855;чем заняться в свободное время;other
13856;найди фильм с брюсом уиллисом в главной роли;other
13857;поделишься со мной о чем ты сейчас мечтаешь;other
13858;транзакция с карты мужа;other
13859;изменить условия списания денег со счета в банке русь;other
13860;когда забрать перевыпущенную карту;other
13861;вруби телеканал хабар двадцать четыре;other
13862;где в этом районе города ближайший банк;other
13863;твоя пара проводит с тобой время;other
13864;мечты это прекрасно а у тебя есть мечта;other
13865;когда чехословакия прекратила свое существование;other
13866;какие виды архитектуры византии ты знаешь;other
13867;точное время города рубцовска;other
13868;добрый день вы сегодня работаете;other
13869;сколько я получу евро за сто суринамских;other
13870;какая повесть кинга была кандидатом на премию;other
13871;что такое денежно кредитная политика центробанка;other
13872;интересные факты о нумизматике;other
13873;сделать яркость света в гостиной меньше половины;other
13874;что было предпринято для привлечения иностранного капитала;other
13875;что требовалось для получения ученой степени магистра;other
13876;как выучить за месяц наибольшее количество информации;other
13877;источники дриады;other
13878;какая валюта в израиле;other
13879;самый точный курс доллара на сегодня;other
13880;включить каналы жар птица;other
13881;вруби канал родное кино;other
13882;запиши на стрижку и бритье;other
13883;как дозвониться оператору номер все время занят;other
13884;найди банкоматы;other
13885;представьте пожалуйста историю всех совершенных;other
13886;в новом здании театра;other
13887;включи вики шоу плай;other
13888;открой телевизионный канал звезда;other
13889;рабочий банкомат рядом со мной;other
13890;где упоминается христос;other
13891;за сколько можно продать завтра пять долларов;other
13892;какая валюта используется в болгарии;other
13893;хочу стать бренд менеджером;other
13894;перевести на другую карту где лучше сделать салют снят ли сиквел к фильму война;other
13895;расскажешь о себе;other
13896;засеки двенадцать минут;other
13897;перевел деньги ошибочно на другой счет как вернуть;other
13898;действительно ли эти явления так звучат;other
13899;помоги перевести пять тысяч;other
13900;хотели брата близнеца александр баразов;other
13901;умеет ли петь наталья владимировна;other
13902;вруби канал россия;other
13903;дора дура помидора;other
13904;где можно посмотреть количество бонусов спасибо;other
13905;найди банкоматы;other
13906;послезавтра горячий ключ будет дождь;other
13907;бурика любит яблочный сок;other
13908;включи пожалуйста музыку в шесть утра;other
13909;перевод на карту насти полторы тысячи;other
13910;перевести максу три тысячи рублей;other
